CA,-,4.27,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Oatmeal Raisin Cookie,6,San Diego
CA,-,3.78,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Peanut Butter And Jelly,5,San Diego
CA,-,4.04,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Sour Cherry,6,San Diego
CA,-,3.78,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Tiramisu,4,San Diego
CA,-,3.92,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Tootsie Roll,4,San Diego
CA,-,4.26,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Triple Hammerhead,7,San Diego
CA,-,4.33,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Velvet Speedway,82,San Diego
CA,-,4.44,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Speedway Stout - Vietnamese Coffee,"1,309",San Diego
CA,-,-,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Speedway Stout W/Kona Coffee & Coconut,1,San Diego
CA,-,3.88,6.50,Smoked Beer,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith The Forge,14,San Diego
CA,93,4.18,10.00,Scotch Ale / Wee Heavy,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Wee Heavy,"1,093",San Diego
CA,-,4.3,9.50,Scotch Ale / Wee Heavy,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Wee Heavy - Barrel Aged,396,San Diego
CA,-,2.84,10.00,Scotch Ale / Wee Heavy,(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith Wee Heavy - Chai Tee,1,San Diego
CA,-,-,?,Scotch Ale / Wee Heavy,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith Wee Heavy-Bourbon Barrel Aged,2,San Diego
CA,93,3.94,5.00,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,AleSmith X,910,San Diego
CA,-,4.09,5.25,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith X - Orange Peel,4,San Diego
CA,-,3.68,5.30,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith X Mikkeller APA,6,San Diego
CA,-,3.79,6.00,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,Alesmith X Mikkeller IPA,8,San Diego
CA,92,3.9,5.50,Extra Special / Strong Bitter (ESB),(858) 549-9888,AleSmith Brewing Company,8585499888,Anvil Ale ESB,634,San Diego
CA,-,4.31,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Beer Geek Speedway Imperial Oatmeal Stout (With Kopi Luwak Coffee),215,San Diego
CA,-,-,?,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,Citrus IPA,0,San Diego
CA,-,-,5.00,American Brown Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,CocoNut Brown,8,San Diego
CA,-,4.25,?,Munich Helles Lager,(858) 549-9888,AleSmith Brewing Company,8585499888,Coconut Helles,1,San Diego
CA,-,3.77,5.00,Cream Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Cream Ale,52,San Diego
CA,-,-,4.20,Saison / Farmhouse Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,District 6 Session Siason,5,San Diego
CA,-,3.64,4.68,Irish Dry Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Dry Irish Stout,3,San Diego
CA,-,4.07,5.75,Belgian Pale Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Gingered Lil' Devil,1,San Diego
CA,-,3.49,6.50,Bock,(858) 549-9888,AleSmith Brewing Company,8585499888,Gwynn 19,1,San Diego
CA,-,4.07,9.00,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,Hall Of Fame: Imperial San Diego Pale Ale,50,San Diego
CA,-,4.25,5.20,Irish Red Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Irish Red,1,San Diego
CA,-,4.05,?,Belgian Strong Dark Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Noël,2,San Diego
CA,-,-,5.00,American Brown Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Nut Brown W/ Coffee,2,San Diego
CA,-,3.99,6.00,Scottish Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Nutty Scotsman,1,San Diego
CA,-,3.84,5.50,Märzen / Oktoberfest,(858) 549-9888,AleSmith Brewing Company,8585499888,Oktoberfest,18,San Diego
CA,-,3.8,11.00,Old Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Old Ale (Cask),3,San Diego
CA,-,4,11.00,Old Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Olde Ale,177,San Diego
CA,-,4.52,11.00,Old Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Olde Ale - Bourbon And Brandy Barrel Aged,61,San Diego
CA,-,-,?,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,Passion Fruit Summer YuleSmith,0,San Diego
CA,-,-,12.00,Quadrupel (Quad),(858) 549-9888,AleSmith Brewing Company,8585499888,Quad,4,San Diego
CA,-,4.36,11.00,American Strong Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Reforged,68,San Diego
CA,-,4.22,6.00,American Pale Ale (APA),(858) 549-9888,AleSmith Brewing Company,8585499888,San Diego Pale Ale .394,227,San Diego
CA,-,-,6.50,Scotch Ale / Wee Heavy,(858) 549-9888,AleSmith Brewing Company,8585499888,Scotch Twopenny,0,San Diego
CA,-,-,4.50,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,Session IPA,1,San Diego
CA,-,-,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Speedway Stout - Jamaica Blue Mountain With Vanilla Bean,7,San Diego
CA,-,4.98,12.00,American Double / Imperial Stout,(858) 549-9888,AleSmith Brewing Company,8585499888,Speedway Stout With Cinnamon,1,San Diego
CA,-,-,?,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,ThaiPA,3,San Diego
CA,-,-,?,American IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,Yerba Mate IPA,2,San Diego
CA,-,4.23,8.50,American Double / Imperial IPA,(858) 549-9888,AleSmith Brewing Company,8585499888,YuleSmith (Summer),"1,767",San Diego
CA,-,4.1,8.50,American Amber / Red Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,YuleSmith (Winter),772,San Diego
CA,-,3.98,8.50,American Amber / Red Ale,(858) 549-9888,AleSmith Brewing Company,8585499888,Yulesmith Summer (Cask),3,San Diego
CA,-,4.11,5.50,American Pale Ale (APA),(619) 445-2337,Alpine Beer Company,6194452337,San Diego Surprise,36,Alpine
CA,-,3.56,6.50,American Stout,(858) 270-5222,Amplified Ale Works,8582705222,Acceso Stout,2,San Diego
CA,-,3.38,8.00,Bière de Garde,(858) 270-5222,Amplified Ale Works,8582705222,Bearded Guard,2,San Diego
CA,-,3.59,7.00,Belgian IPA,(858) 270-5222,Amplified Ale Works,8582705222,Belgo Electro IPA,2,San Diego
CA,-,4.14,5.80,American Pale Lager,(858) 270-5222,Amplified Ale Works,8582705222,Citravesa,1,San Diego
CA,-,3.5,9.50,American Double / Imperial IPA,(858) 270-5222,Amplified Ale Works,8582705222,Dry School Hop Out,1,San Diego
CA,-,3,7.20,American IPA,(858) 270-5222,Amplified Ale Works,8582705222,Electrocution,1,San Diego
CA,-,3.83,5.70,Saison / Farmhouse Ale,(858) 270-5222,Amplified Ale Works,8582705222,Harmonic Saison,1,San Diego
CA,-,3.68,4.10,American Brown Ale,(858) 270-5222,Amplified Ale Works,8582705222,Hoppy Hour Session Brown Ale,3,San Diego
CA,-,-,3.50,American IPA,(858) 270-5222,Amplified Ale Works,8582705222,Hour Session Ale,0,San Diego
CA,-,3.38,5.00,American Blonde Ale,(858) 270-5222,Amplified Ale Works,8582705222,Leggy Blonde,2,San Diego
CA,-,3,6.00,American Pale Ale (APA),(858) 270-5222,Amplified Ale Works,8582705222,Lipstick On A Pignose,1,San Diego
CA,-,3.71,6.00,American Brown Ale,(858) 270-5222,Amplified Ale Works,8582705222,Little Big Muff,1,San Diego
CA,-,3.83,6.00,American Pale Ale (APA),(858) 270-5222,Amplified Ale Works,8582705222,Pig Nose Pale Ale,4,San Diego
CA,-,3.25,8.50,American Stout,(858) 270-5222,Amplified Ale Works,8582705222,Ragged Chix,1,San Diego
CA,-,3.85,12.70,Quadrupel (Quad),(858) 270-5222,Amplified Ale Works,8582705222,Rare Form,1,San Diego
CA,-,4.13,12.00,Quadrupel (Quad),(858) 270-5222,Amplified Ale Works,8582705222,Rare Form - Bourbon Barrel Aged,3,San Diego
